Entity ID,Annual Clients,Infraction Type,Infraction Timeline,Public Complaints,Sentiment Analysis,Inspection Results,Total Risk Score,Risk Category
E0049,156,None,None,Minor,None,Pass,7,Moderate
E0050,40,None,None,None,None,Pass,6,Low
E0051,63,None,None,None,None,Pass,6,Low
E0052,66,None,None,None,None,Fail,7,Moderate
E0053,121,None,None,Minor,None,Pass,7,Moderate
E0054,185,None,None,None,Flagged,Pass,7,Moderate
E0055,157,None,None,Major,Flagged,Pass,9,Moderate
E0056,137,None,None,Minor,None,Fail,8,Moderate
E0057,31,None,None,None,None,Pass,6,Low
E0058,30,None,None,None,None,Pass,6,Low
E0059,111,None,None,None,None,Pass,6,Low
E0060,24,None,None,None,None,Pass,6,Low
E0061,81,None,None,None,None,Pass,6,Low
E0062,124,None,None,None,Flagged,Pass,7,Moderate
E0063,83,Minor,None,None,None,Pass,7,Moderate
E0064,115,None,None,None,None,Pass,6,Low
E0065,81,None,None,None,Flagged,Fail,8,Moderate
E0066,15,None,None,None,None,Pass,6,Low
E0067,192,Major,None,None,None,Pass,8,Moderate
E0068,47,None,None,None,None,Pass,6,Low
E0069,166,None,Within past 1-3 years,None,None,Pass,7,Moderate
E0070,184,None,None,None,None,Pass,6,Low
E0071,170,None,None,None,None,Pass,6,Low
E0072,161,None,None,Minor,None,Fail,8,Moderate
E0073,146,None,None,None,Flagged,Pass,7,Moderate
E0074,41,None,None,None,Flagged,Pass,7,Moderate
E0075,180,None,None,None,None,Pass,6,Low
E0076,60,Major,None,None,None,Pass,8,Moderate
E0077,120,None,None,None,Flagged,Pass,7,Moderate
E0078,181,Minor,None,None,None,Pass,7,Moderate
E0079,168,None,None,None,None,Pass,6,Low
E0080,188,Major,None,None,None,Pass,8,Moderate
E0081,48,None,None,None,None,Pass,6,Low
E0082,194,None,None,None,None,Pass,6,Low
E0083,57,None,None,None,None,Pass,6,Low
E0084,196,None,None,None,None,Fail,7,Moderate
E0085,17,Minor,None,None,None,Pass,7,Moderate
E0086,98,None,None,None,None,Pass,6,Low
E0087,48,None,None,None,None,Pass,6,Low
E0088,178,None,None,None,None,None,8,Moderate
E0089,175,None,None,None,None,Pass,6,Low
E0090,151,None,None,None,None,Pass,6,Low
E0091,32,None,None,None,None,Pass,6,Low
E0092,18,None,None,None,None,Pass,6,Low
E0093,123,None,None,None,None,Pass,6,Low
E0094,166,None,None,None,None,Pass,6,Low
E0095,71,None,None,None,None,Pass,6,Low
E0096,74,None,None,None,None,Pass,6,Low
E0097,67,None,None,None,None,Pass,6,Low
E0098,197,None,Within past 1-3 years,Major,None,Pass,9,Moderate
E0099,13,None,None,None,Flagged,Pass,7,Moderate
E0100,107,None,None,None,None,Pass,6,Low
E0101,117,None,None,None,None,Pass,6,Low
E0102,128,None,None,Major,None,Pass,8,Moderate
E0103,131,None,Within past 1-3 years,Minor,None,Pass,8,Moderate
E0104,133,None,None,None,None,Pass,6,Low
E0105,43,None,None,None,None,Pass,6,Low
E0106,46,None,None,None,None,Pass,6,Low
E0107,185,None,None,None,None,Pass,6,Low
E0108,30,None,None,None,Flagged,Pass,7,Moderate
E0109,117,Major,None,None,None,Pass,8,Moderate
E0110,173,None,None,None,None,Pass,6,Low
E0111,70,None,None,None,None,Pass,6,Low
E0112,59,None,None,None,Flagged,Pass,7,Moderate
E0113,162,None,None,None,Flagged,Fail,8,Moderate
E0114,175,None,None,None,None,Pass,6,Low
E0115,20,None,None,None,None,Pass,6,Low
E0116,161,None,None,None,None,Pass,6,Low
E0117,195,None,None,None,None,Pass,6,Low
E0118,154,None,Within past year,None,None,Pass,8,Moderate
E0119,21,None,None,None,None,Pass,6,Low
E0120,180,None,None,None,None,Pass,6,Low
E0121,168,None,None,None,Flagged,Fail,8,Moderate
E0122,192,None,Within past year,None,None,Pass,8,Moderate
E0123,23,None,None,None,Flagged,Pass,7,Moderate
E0124,113,None,Within past 1-3 years,None,None,Pass,7,Moderate
E0125,140,None,None,Minor,Flagged,Pass,8,Moderate
E0126,28,None,None,None,None,Pass,6,Low
E0127,99,None,None,None,Flagged,Pass,7,Moderate
E0128,191,None,None,None,Flagged,Pass,7,Moderate
E0129,153,Minor,None,None,None,Pass,7,Moderate
E0130,180,None,None,None,None,Pass,6,Low
E0131,166,None,None,None,None,Pass,6,Low
E0132,133,None,None,None,Flagged,Pass,7,Moderate
E0133,32,None,None,None,None,Pass,6,Low
E0134,20,None,None,None,Flagged,Pass,7,Moderate
E0135,14,Major,None,None,None,Pass,8,Moderate
E0136,119,None,None,None,None,Pass,6,Low
E0137,37,None,None,None,None,Pass,6,Low
E0138,43,None,None,None,Flagged,Pass,7,Moderate
E0139,78,None,None,None,Flagged,Fail,8,Moderate
E0140,29,None,None,None,None,Pass,6,Low
E0141,16,Minor,None,None,None,Pass,7,Moderate
E0142,146,None,None,Minor,Flagged,Fail,9,Moderate
E0143,69,None,None,None,None,Fail,7,Moderate
E0144,20,None,None,None,None,Pass,6,Low
E0145,173,Major,None,None,None,Pass,8,Moderate
E0146,196,None,Within past year,None,None,Pass,8,Moderate
E0147,74,None,None,None,None,Pass,6,Low
E0148,42,Minor,None,None,None,Pass,7,Moderate
E0149,76,None,Within past 1-3 years,None,Flagged,Pass,8,Moderate
E0150,37,None,None,None,Flagged,Pass,7,Moderate
E0151,142,None,None,None,None,Pass,6,Low
E0152,36,None,None,None,None,Pass,6,Low
E0153,175,None,None,None,None,Pass,6,Low
E0154,60,None,None,None,None,Pass,6,Low
E0155,31,None,None,None,None,Pass,6,Low
E0156,167,None,None,None,None,Pass,6,Low
E0157,110,None,None,Minor,None,Pass,7,Moderate
E0158,188,Minor,None,None,None,None,9,Moderate
E0159,112,None,Within past year,None,None,Pass,8,Moderate
E0160,105,None,None,None,Flagged,Pass,7,Moderate
E0161,86,None,None,Major,None,Pass,8,Moderate
E0162,166,None,None,None,None,Pass,6,Low
E0163,48,Minor,None,None,None,Pass,7,Moderate
E0164,168,None,None,Major,None,Pass,8,Moderate
E0165,140,None,None,None,None,Pass,6,Low
E0166,181,None,Within past year,None,None,Pass,8,Moderate
E0167,181,None,None,None,None,None,8,Moderate
E0168,78,Major,Within past year,None,None,Pass,10,Moderate
E0169,125,None,None,None,Flagged,Pass,7,Moderate
E0170,139,None,None,None,None,Pass,6,Low
E0171,106,None,None,None,Flagged,Pass,7,Moderate
E0172,175,None,Within past year,None,Flagged,Pass,9,Moderate
E0173,194,None,None,None,Flagged,Pass,7,Moderate
E0174,180,None,None,None,None,Pass,6,Low
E0175,187,None,None,None,None,Pass,6,Low
E0176,176,None,None,None,None,Pass,6,Low
E0177,72,None,Within past year,None,None,Pass,8,Moderate
E0178,90,None,None,None,None,Pass,6,Low
E0179,148,None,None,None,None,Pass,6,Low
E0180,31,None,None,None,None,Pass,6,Low
E0181,148,None,None,None,None,Pass,6,Low
E0182,128,None,Within past year,None,None,Pass,8,Moderate
E0183,199,None,None,None,None,Pass,6,Low
E0184,121,None,None,None,None,Pass,6,Low
E0185,163,None,None,None,None,Pass,6,Low
E0186,120,None,None,None,None,Pass,6,Low
E0187,144,None,None,None,None,Pass,6,Low
E0188,74,None,None,None,None,Pass,6,Low
E0189,39,None,None,None,None,Pass,6,Low
E0190,37,Minor,None,None,None,Pass,7,Moderate
E0191,126,None,None,None,None,Pass,6,Low
E0192,122,None,None,None,None,Pass,6,Low
E0193,35,None,None,None,Flagged,Pass,7,Moderate
E0194,126,None,None,None,None,Pass,6,Low
E0195,35,None,None,None,Flagged,Pass,7,Moderate
E0196,31,None,None,None,None,Pass,6,Low
E0197,88,None,None,Minor,Flagged,None,10,Moderate
E0198,135,None,None,None,Flagged,Pass,7,Moderate
E0199,135,Minor,None,None,None,Pass,7,Moderate
E0200,99,None,None,None,None,Pass,6,Low
E0201,122,None,Within past year,None,None,Pass,8,Moderate
E0202,108,None,None,None,None,Pass,6,Low
E0203,199,None,None,Minor,None,Fail,8,Moderate
E0204,182,Minor,None,None,None,Pass,7,Moderate
E0205,17,None,None,Minor,None,Pass,7,Moderate
E0206,122,None,None,None,None,Pass,6,Low
E0207,17,None,None,None,None,Pass,6,Low
E0208,14,None,None,Minor,None,Pass,7,Moderate
E0209,116,None,None,None,None,Pass,6,Low
E0210,50,None,None,None,None,Pass,6,Low
E0211,167,None,None,None,None,Pass,6,Low
E0212,25,None,None,None,None,None,8,Moderate
E0213,72,None,None,None,Flagged,Pass,7,Moderate
E0214,168,None,None,None,Flagged,Pass,7,Moderate
E0215,108,None,None,None,None,Pass,6,Low
E0216,133,None,None,None,None,Pass,6,Low
E0217,41,None,None,None,None,Pass,6,Low
E0218,125,None,None,None,None,Fail,7,Moderate
E0219,48,None,None,Major,None,Pass,8,Moderate
E0220,160,None,None,None,Flagged,Pass,7,Moderate
E0221,13,None,None,None,None,Pass,6,Low
E0222,83,None,None,None,None,Pass,6,Low
E0223,164,None,None,Minor,Flagged,Pass,8,Moderate
E0224,185,None,None,None,None,Pass,6,Low
E0225,157,None,None,None,None,Pass,6,Low
E0226,77,None,None,None,None,Pass,6,Low
E0227,33,None,Within past 1-3 years,None,Flagged,Pass,8,Moderate
E0228,30,None,Within past 1-3 years,None,Flagged,Pass,8,Moderate
E0229,161,None,None,None,None,Pass,6,Low
E0230,85,Major,None,None,None,Pass,8,Moderate
E0231,198,None,None,None,None,Pass,6,Low
E0232,143,Minor,Within past year,None,None,Pass,9,Moderate
E0233,165,None,None,None,None,Pass,6,Low
E0234,68,None,None,None,None,Fail,7,Moderate
E0235,55,None,None,None,None,Pass,6,Low
E0236,120,None,Within past 1-3 years,None,None,Pass,7,Moderate
E0237,67,None,None,None,None,Pass,6,Low
E0238,147,None,Within past year,None,None,Pass,8,Moderate
E0239,169,None,None,Minor,None,Pass,7,Moderate
E0240,138,None,Within past 1-3 years,None,None,Pass,7,Moderate
E0241,54,Minor,None,None,None,Pass,7,Moderate
E0242,168,Minor,None,None,Flagged,Pass,8,Moderate
E0243,106,None,None,None,None,Pass,6,Low
E0244,169,None,None,None,Flagged,Fail,8,Moderate
E0245,134,None,None,None,None,Pass,6,Low
E0246,101,None,None,None,None,Pass,6,Low
E0247,130,None,None,Minor,Flagged,Pass,8,Moderate
E0248,171,Major,None,None,None,Pass,8,Moderate
E0249,171,None,None,Minor,None,Pass,7,Moderate
E0250,198,None,None,None,None,Pass,6,Low
E0251,183,None,None,None,None,Pass,6,Low
E0252,93,None,None,None,None,Pass,6,Low
E0253,168,None,Within past 1-3 years,None,None,Pass,7,Moderate
E0254,175,None,None,None,None,Pass,6,Low
E0255,103,None,None,None,None,Pass,6,Low
E0256,177,None,Within past year,None,None,Pass,8,Moderate
E0257,103,None,None,None,None,Pass,6,Low
E0258,96,None,None,None,Flagged,Pass,7,Moderate
E0259,165,Major,None,None,None,Pass,8,Moderate
E0260,158,None,None,None,Flagged,Pass,7,Moderate
E0261,162,Minor,None,None,None,Pass,7,Moderate
E0262,173,None,None,None,None,Pass,6,Low
E0263,79,None,None,None,None,Pass,6,Low
E0264,150,Minor,None,None,None,Pass,7,Moderate
E0265,179,None,None,None,None,Pass,6,Low
E0266,98,None,None,None,None,Pass,6,Low
E0267,154,None,None,Minor,None,Pass,7,Moderate
E0268,163,None,None,None,None,Pass,6,Low
E0269,57,Minor,None,None,None,Pass,7,Moderate
E0270,116,None,None,None,None,Fail,7,Moderate
E0271,107,None,None,None,None,Pass,6,Low
E0272,43,None,None,None,None,Pass,6,Low
E0273,65,None,None,None,Flagged,Fail,8,Moderate
E0274,65,None,None,None,Flagged,Pass,7,Moderate
E0275,192,None,None,None,None,Pass,6,Low
E0276,93,None,None,None,None,Pass,6,Low
E0277,72,None,None,None,None,Pass,6,Low
E0278,142,None,None,None,Flagged,Pass,7,Moderate
E0279,20,None,None,None,None,Pass,6,Low
E0280,199,None,None,None,Flagged,Pass,7,Moderate
E0281,177,None,Within past year,None,Flagged,Pass,9,Moderate
E0282,113,None,None,None,None,Pass,6,Low
E0283,179,None,Within past 1-3 years,None,None,Pass,7,Moderate
E0284,162,None,None,None,None,Pass,6,Low
E0285,13,None,None,None,None,Pass,6,Low
E0286,99,None,None,None,None,Pass,6,Low
E0287,190,None,None,None,None,Pass,6,Low
E0288,123,None,None,None,None,Pass,6,Low
E0289,140,None,None,None,None,Pass,6,Low
E0290,92,None,None,None,None,Pass,6,Low
E0291,168,None,None,Major,None,Pass,8,Moderate
E0292,38,Minor,Within past 1-3 years,None,None,Pass,8,Moderate
E0293,71,None,None,None,None,Pass,6,Low
E0294,58,None,Within past year,Minor,None,Pass,9,Moderate
E0295,120,None,None,None,None,Pass,6,Low
E0296,168,None,None,None,Flagged,Pass,7,Moderate
E0297,157,None,Within past 1-3 years,None,None,Fail,8,Moderate
E0298,164,None,None,None,None,Pass,6,Low
E0299,103,None,None,Major,None,Pass,8,Moderate
E0300,148,None,None,None,None,Pass,6,Low
E0301,32,None,None,None,None,Pass,6,Low
E0302,142,Minor,None,None,None,Fail,8,Moderate
E0303,99,None,None,None,None,Fail,7,Moderate
E0304,35,None,None,Minor,None,Pass,7,Moderate
E0305,72,Minor,Within past year,None,None,Pass,9,Moderate
E0306,103,None,None,None,Flagged,Pass,7,Moderate
E0307,168,None,None,None,None,Pass,6,Low
E0308,82,None,None,None,Flagged,Pass,7,Moderate
E0309,14,None,None,None,Flagged,Pass,7,Moderate
E0310,29,None,None,Minor,None,Pass,7,Moderate
E0311,133,None,None,None,None,Pass,6,Low
E0312,26,None,None,None,None,Pass,6,Low
E0313,83,None,None,None,Flagged,Pass,7,Moderate
E0314,64,None,None,None,Flagged,Pass,7,Moderate
E0315,100,None,None,None,None,Fail,7,Moderate
E0316,43,None,Within past year,None,None,Pass,8,Moderate
E0317,66,Minor,None,None,None,Pass,7,Moderate
E0318,55,None,None,None,None,Fail,7,Moderate
E0319,37,None,None,None,None,Pass,6,Low
E0320,147,None,None,None,None,Pass,6,Low
E0321,124,None,None,None,None,Pass,6,Low
E0322,47,None,None,None,None,Pass,6,Low
E0323,19,Minor,Within past 1-3 years,None,Flagged,Pass,9,Moderate
E0324,59,None,Within past 1-3 years,None,None,Pass,7,Moderate
E0325,29,None,None,None,None,Pass,6,Low
E0326,22,Minor,None,None,Flagged,Pass,8,Moderate
E0327,130,None,None,None,Flagged,Pass,7,Moderate
E0328,70,None,None,None,None,Pass,6,Low
E0329,53,None,None,Minor,None,Pass,7,Moderate
E0330,149,None,Within past 1-3 years,None,None,Pass,7,Moderate
E0331,54,None,None,None,None,Pass,6,Low
E0332,45,None,None,Major,None,None,10,Moderate
E0333,99,None,None,Minor,None,Pass,7,Moderate
E0334,178,Minor,None,None,Flagged,Pass,8,Moderate
E0335,139,None,None,Minor,Flagged,Pass,8,Moderate
E0336,107,None,None,None,None,Pass,6,Low
E0337,117,None,None,None,None,Pass,6,Low
E0338,143,None,Within past year,None,None,Pass,8,Moderate
E0339,140,Minor,None,None,None,Pass,7,Moderate
E0340,168,None,None,None,Flagged,Pass,7,Moderate
E0341,174,None,None,None,Flagged,Pass,7,Moderate
E0342,176,None,None,None,None,Pass,6,Low
E0343,48,None,None,None,None,Fail,7,Moderate
E0344,17,None,None,None,Flagged,Pass,7,Moderate
E0345,170,None,None,None,None,Fail,7,Moderate
E0346,32,None,None,None,Flagged,Pass,7,Moderate
E0347,161,Minor,None,None,None,Pass,7,Moderate
E0348,115,None,Within past year,None,None,Pass,8,Moderate
E0349,175,Minor,None,None,None,Pass,7,Moderate
E0350,22,None,None,None,None,Pass,6,Low
E0351,20,None,None,None,Flagged,Pass,7,Moderate
E0352,151,None,None,Minor,None,Pass,7,Moderate
E0353,104,None,None,None,None,Pass,6,Low
E0354,18,None,None,Minor,None,Pass,7,Moderate
E0355,90,None,None,None,None,Pass,6,Low
E0356,51,Minor,None,None,None,Pass,7,Moderate
E0357,113,None,None,None,None,Pass,6,Low
E0358,169,None,None,None,None,Pass,6,Low
E0359,34,None,Within past 1-3 years,None,None,Pass,7,Moderate
E0360,68,None,None,None,None,Pass,6,Low
E0361,127,None,None,None,None,Pass,6,Low
E0362,183,None,None,None,None,Pass,6,Low
E0363,102,None,None,None,None,Pass,6,Low
E0364,142,None,None,None,Flagged,Fail,8,Moderate
E0365,194,None,None,None,None,Pass,6,Low
E0366,144,None,None,None,None,Fail,7,Moderate
E0367,191,None,None,None,None,Pass,6,Low
E0368,30,None,None,None,None,Pass,6,Low
E0369,133,None,None,Minor,None,Pass,7,Moderate
E0370,185,None,None,None,None,Pass,6,Low
E0371,98,None,None,None,None,Pass,6,Low
E0372,116,None,Within past year,Minor,None,Pass,9,Moderate
E0373,142,None,None,None,None,Pass,6,Low
E0374,14,None,None,Minor,None,Pass,7,Moderate
E0375,192,None,Within past 1-3 years,None,None,Pass,7,Moderate
E0376,163,None,None,None,None,Fail,7,Moderate
E0377,82,None,None,None,None,Pass,6,Low
E0378,189,Minor,None,Major,Flagged,Pass,10,Moderate
E0379,15,None,None,None,None,Pass,6,Low
E0380,198,None,None,None,Flagged,Pass,7,Moderate
E0381,199,None,Within past 1-3 years,None,None,None,9,Moderate
E0382,20,Minor,None,None,None,Pass,7,Moderate
E0383,46,Major,None,None,None,Pass,8,Moderate
E0384,104,None,None,None,None,Pass,6,Low
E0385,20,None,None,None,None,Pass,6,Low
E0386,172,None,None,None,None,Pass,6,Low
E0387,100,None,None,None,None,Pass,6,Low
E0388,146,None,None,None,None,Pass,6,Low
E0389,18,Major,None,None,None,Pass,8,Moderate
E0390,113,None,None,Major,None,Pass,8,Moderate
E0391,13,Minor,Within past year,None,None,Fail,10,Moderate
E0392,180,None,None,None,None,Pass,6,Low
E0393,184,None,Within past 1-3 years,None,None,Pass,7,Moderate
E0394,135,None,None,None,None,Pass,6,Low
E0395,147,None,None,None,None,Fail,7,Moderate
E0396,49,None,None,None,Flagged,None,9,Moderate
E0397,68,None,None,None,None,Pass,6,Low
E0398,173,None,None,None,None,Pass,6,Low
E0399,56,None,None,None,None,Pass,6,Low
E0400,83,None,None,None,Flagged,Fail,8,Moderate
E0401,155,None,None,None,None,Pass,6,Low
E0402,100,None,None,None,None,Pass,6,Low
E0403,102,None,None,None,None,Pass,6,Low
E0404,143,Minor,None,None,None,Pass,7,Moderate
E0405,144,Major,None,None,None,Pass,8,Moderate
E0406,137,None,None,Minor,None,Pass,7,Moderate
E0407,141,None,None,None,None,Pass,6,Low
E0408,141,None,None,None,None,Pass,6,Low
E0409,76,None,None,None,None,Pass,6,Low
E0410,59,None,None,Minor,None,Pass,7,Moderate
E0411,123,None,None,None,None,Pass,6,Low
E0412,55,None,None,None,None,Pass,6,Low
E0413,95,None,None,None,None,Pass,6,Low
E0414,146,None,None,None,None,Pass,6,Low
E0415,47,None,None,None,Flagged,Pass,7,Moderate
E0416,38,None,None,None,None,Pass,6,Low
E0417,69,None,None,None,None,Pass,6,Low
E0418,199,None,Within past year,None,None,Pass,8,Moderate
E0419,38,None,None,None,None,Pass,6,Low
E0420,69,None,None,None,None,Pass,6,Low
E0421,23,None,None,None,None,Pass,6,Low
E0422,77,None,None,None,None,Pass,6,Low
E0423,74,None,None,None,None,Pass,6,Low
E0424,51,None,None,None,None,Pass,6,Low
E0425,161,None,None,None,None,Pass,6,Low
E0426,112,None,None,None,None,Pass,6,Low
E0427,77,None,None,None,None,Pass,6,Low
E0428,63,None,None,None,None,Pass,6,Low
E0429,124,None,None,None,Flagged,Pass,7,Moderate
E0430,24,None,Within past year,None,Flagged,Pass,9,Moderate
E0431,59,None,None,None,None,Fail,7,Moderate
E0432,136,None,None,None,None,Pass,6,Low
E0433,90,None,None,None,None,Pass,6,Low
E0434,137,None,None,None,Flagged,Pass,7,Moderate
E0435,138,None,None,None,Flagged,Pass,7,Moderate
E0436,193,None,None,None,None,Pass,6,Low
E0437,35,None,None,None,None,Pass,6,Low
E0438,184,None,None,Major,None,Pass,8,Moderate
E0439,42,None,None,None,None,Pass,6,Low
E0440,173,None,Within past year,Minor,None,Pass,9,Moderate
E0441,103,None,None,None,Flagged,Pass,7,Moderate
E0442,150,Major,None,Major,None,Pass,10,Moderate
E0443,59,None,None,None,Flagged,Pass,7,Moderate
E0444,16,None,Within past 1-3 years,None,None,Pass,7,Moderate
E0445,103,None,None,None,None,Pass,6,Low
E0446,164,None,None,None,None,Pass,6,Low
E0447,170,None,None,None,None,Pass,6,Low
E0448,41,None,Within past 1-3 years,None,None,Pass,7,Moderate
E0449,195,Minor,None,None,None,Pass,7,Moderate
E0450,108,None,None,None,None,Pass,6,Low
E0451,101,None,None,None,None,Pass,6,Low
E0452,44,None,None,None,None,Fail,7,Moderate
E0453,147,None,None,Minor,None,Pass,7,Moderate
E0454,139,None,None,None,Flagged,Pass,7,Moderate
E0455,38,None,None,None,None,Fail,7,Moderate
E0456,23,None,None,None,None,Fail,7,Moderate
E0457,149,None,None,None,None,Pass,6,Low
E0458,130,None,Within past year,None,None,Pass,8,Moderate
E0459,148,None,None,None,Flagged,Pass,7,Moderate
E0460,61,None,None,None,None,Pass,6,Low
E0461,131,None,None,None,None,Pass,6,Low
E0462,121,None,Within past 1-3 years,None,Flagged,Pass,8,Moderate
E0463,139,None,None,None,None,Pass,6,Low
E0464,161,None,Within past year,None,None,Pass,8,Moderate
E0465,178,None,None,None,None,Pass,6,Low
E0466,66,None,None,Minor,None,Pass,7,Moderate
E0467,127,None,None,None,Flagged,Pass,7,Moderate
E0468,122,None,Within past year,None,Flagged,Pass,9,Moderate
E0469,58,Minor,None,None,None,Pass,7,Moderate
E0470,120,None,None,None,None,Pass,6,Low
E0471,70,None,Within past 1-3 years,None,Flagged,Pass,8,Moderate
E0472,195,None,None,None,Flagged,Pass,7,Moderate
E0473,174,None,None,None,Flagged,Pass,7,Moderate
E0474,128,None,None,None,Flagged,Pass,7,Moderate
E0475,22,None,None,None,None,Pass,6,Low
E0476,19,None,None,None,None,Pass,6,Low
E0477,85,None,None,None,None,Pass,6,Low
E0478,83,None,None,None,None,Pass,6,Low
E0479,182,None,None,None,None,Pass,6,Low
E0480,13,None,None,None,None,Pass,6,Low
E0481,67,None,None,None,None,Pass,6,Low
E0482,199,None,None,None,None,Fail,7,Moderate
E0483,109,None,None,None,None,Pass,6,Low
E0484,57,None,None,None,None,Pass,6,Low
E0485,170,None,None,None,None,Pass,6,Low
E0486,182,None,None,Major,Flagged,None,11,Moderate
E0487,123,None,None,Minor,None,Pass,7,Moderate
E0488,88,None,None,None,None,Pass,6,Low
E0489,174,None,None,None,None,Pass,6,Low
E0490,87,None,None,None,None,Pass,6,Low
E0491,157,None,None,None,None,Pass,6,Low
E0492,138,None,None,None,None,Pass,6,Low
E0493,153,None,None,Major,None,Pass,8,Moderate
E0494,78,None,Within past year,None,None,Pass,8,Moderate
E0495,170,None,None,None,None,Pass,6,Low
E0496,75,Minor,None,None,None,Pass,7,Moderate
E0497,152,None,None,None,None,Fail,7,Moderate
E0498,163,None,None,None,None,Pass,6,Low
E0499,120,None,None,None,None,Fail,7,Moderate
E0500,26,None,None,None,Flagged,Pass,7,Moderate
E0501,37,None,None,None,None,Pass,6,Low
E0502,42,None,Within past 1-3 years,None,Flagged,Pass,8,Moderate
E0503,133,None,None,None,Flagged,Pass,7,Moderate
E0504,124,None,None,None,None,Pass,6,Low
E0505,95,None,None,None,None,Pass,6,Low
E0506,145,Major,None,None,None,Pass,8,Moderate
E0507,86,Minor,Within past year,Minor,None,Pass,10,Moderate
E0508,46,None,Within past year,None,None,Pass,8,Moderate
E0509,137,None,None,None,Flagged,Pass,7,Moderate
E0510,160,Minor,None,None,None,Fail,8,Moderate
E0511,18,Minor,None,None,None,Pass,7,Moderate
E0512,45,None,None,None,None,Pass,6,Low
E0513,175,None,None,None,None,Pass,6,Low
E0514,118,None,None,None,Flagged,Pass,7,Moderate
E0515,54,None,None,None,None,Pass,6,Low
E0516,170,None,None,Minor,None,Pass,7,Moderate
E0517,194,None,None,None,None,Pass,6,Low
E0518,98,None,None,None,None,Pass,6,Low
E0519,134,None,None,None,None,Pass,6,Low
E0520,176,None,None,None,None,Pass,6,Low
E0521,13,None,None,None,None,Pass,6,Low
E0522,160,None,None,None,None,Pass,6,Low
E0523,38,None,None,None,None,Pass,6,Low
E0524,49,None,None,None,None,Pass,6,Low
E0525,17,None,None,None,None,Fail,7,Moderate
E0526,22,None,Within past year,None,None,Pass,8,Moderate
E0527,147,None,None,None,None,Pass,6,Low
E0528,23,None,None,None,None,Pass,6,Low
E0529,82,None,None,None,None,Pass,6,Low
E0530,152,Minor,None,Minor,None,Pass,8,Moderate
E0531,140,None,None,None,None,None,8,Moderate
E0532,142,None,None,None,None,Pass,6,Low
E0533,39,None,None,None,None,Pass,6,Low
E0534,76,None,None,None,None,Pass,6,Low
E0535,126,None,None,None,None,Pass,6,Low
E0536,64,Minor,None,None,None,Pass,7,Moderate
E0537,59,None,None,None,None,Pass,6,Low
E0538,28,None,None,Minor,None,Pass,7,Moderate
E0539,169,None,None,None,None,Fail,7,Moderate
E0540,12,None,Within past 1-3 years,None,Flagged,Pass,8,Moderate
E0541,131,Minor,None,None,None,Pass,7,Moderate
E0542,64,None,None,None,None,Pass,6,Low
E0543,144,None,None,None,Flagged,Pass,7,Moderate
